Subject_name,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
Legal Studies,92.73,92.35,91.95,91.54,91.11,90.65,90.18,89.68,89.16,88.62,88.06,87.47,86.86,86.22,85.56,84.86,84.15,83.4,82.63,81.83,81,80.14,79.26,78.34,77.4,76.43,75.43,74.4,73.34,72.25,71.14,70.01,68.84,67.66,66.45,65.21,63.96,62.69,61.4,60.09,58.77,57.44,56.09,54.74,53.38,52.01,50.65,49.28,47.91,46.54,45.18,43.83,42.49,41.15,39.83,38.53,37.24,35.97,34.72,33.49,32.28,31.09,29.93,28.79,27.68,26.6,25.54,24.52,23.52,22.55,21.6,20.69,19.81,18.95,18.12,17.32,16.55,15.81,15.09,14.41,13.74,13.11,12.5,11.91,11.35,10.81,10.29,9.8,9.32,8.87,8.44,8.02,7.63,7.25,6.89,6.55,6.22,5.91,5.61,5.33,5.06
Literature,96.48,96.2,95.89,95.56,95.2,94.82,94.4,93.96,93.48,92.97,92.42,91.83,91.2,90.53,89.81,89.05,88.23,87.36,86.44,85.46,84.43,83.33,82.18,80.96,79.68,78.33,76.92,75.45,73.92,72.33,70.68,68.97,67.21,65.4,63.54,61.65,59.71,57.75,55.76,53.75,51.73,49.7,47.68,45.66,43.66,41.68,39.72,37.8,35.91,34.07,32.27,30.53,28.83,27.2,25.62,24.11,22.66,21.27,19.94,18.68,17.48,16.34,15.26,14.24,13.28,12.38,11.52,10.72,9.97,9.27,8.61,7.99,7.41,6.88,6.38,5.91,5.47,5.07,4.69,4.34,4.02,3.72,3.44,3.18,2.94,2.72,2.51,2.32,2.14,1.98,1.83,1.69,1.56,1.44,1.33,1.23,1.13,1.04,0.96,0.89,0.82
Marine Science,92.7,92.17,91.61,91.01,90.37,89.69,88.97,88.21,87.39,86.54,85.63,84.67,83.67,82.6,81.49,80.32,79.1,77.82,76.48,75.1,73.65,72.16,70.61,69.02,67.38,65.69,63.97,62.2,60.41,58.58,56.74,54.87,52.99,51.1,49.21,47.32,45.44,43.57,41.72,39.89,38.09,36.32,34.59,32.9,31.25,29.65,28.09,26.59,25.14,23.74,22.4,21.11,19.88,18.7,17.58,16.51,15.49,14.52,13.61,12.74,11.93,11.15,10.42,9.74,9.09,8.49,7.92,7.38,6.88,6.41,5.97,5.56,5.18,4.82,4.48,4.17,3.88,3.6,3.35,3.11,2.89,2.69,2.5,2.32,2.15,2,1.86,1.72,1.6,1.49,1.38,1.28,1.19,1.1,1.02,0.95,0.88,0.82,0.76,0.7,0.65
Mathematical Methods,97.66,97.49,97.31,97.12,96.91,96.69,96.45,96.2,95.93,95.64,95.33,95,94.65,94.28,93.88,93.46,93.01,92.53,92.02,91.47,90.9,90.29,89.64,88.96,88.24,87.48,86.67,85.82,84.93,83.99,83.01,81.97,80.89,79.76,78.58,77.35,76.07,74.75,73.37,71.95,70.49,68.98,67.43,65.83,64.21,62.55,60.86,59.14,57.4,55.64,53.87,52.09,50.3,48.51,46.73,44.95,43.19,41.44,39.72,38.02,36.35,34.71,33.11,31.54,30.02,28.54,27.1,25.71,24.37,23.07,21.83,20.63,19.48,18.39,17.34,16.34,15.38,14.47,13.61,12.79,12.01,11.28,10.58,9.92,9.3,8.72,8.16,7.64,7.15,6.69,6.26,5.85,5.47,5.11,4.78,4.46,4.17,3.89,3.63,3.39,3.16
Modern History,94.02,93.62,93.19,92.73,92.25,91.74,91.2,90.62,90.01,89.37,88.69,87.97,87.21,86.42,85.58,84.7,83.78,82.81,81.79,80.74,79.63,78.48,77.28,76.03,74.74,73.41,72.02,70.6,69.14,67.63,66.09,64.51,62.9,61.27,59.6,57.92,56.21,54.49,52.76,51.02,49.28,47.54,45.81,44.09,42.38,40.69,39.02,37.38,35.77,34.18,32.64,31.12,29.65,28.22,26.83,25.49,24.19,22.94,21.73,20.57,19.45,18.39,17.37,16.39,15.46,14.57,13.73,12.92,12.16,11.43,10.75,10.1,9.48,8.9,8.35,7.84,7.35,6.89,6.46,6.05,5.66,5.3,4.96,4.65,4.35,4.07,3.8,3.56,3.33,3.11,2.91,2.72,2.54,2.37,2.22,2.07,1.93,1.81,1.69,1.57,1.47
Music,88.05,87.39,86.7,85.98,85.22,84.44,83.61,82.76,81.87,80.94,79.97,78.97,77.94,76.87,75.76,74.62,73.44,72.23,70.98,69.7,68.39,67.05,65.69,64.29,62.87,61.43,59.97,58.49,57,55.49,53.97,52.44,50.91,49.38,47.85,46.33,44.81,43.3,41.8,40.31,38.85,37.4,35.98,34.58,33.21,31.86,30.55,29.26,28.01,26.79,25.61,24.46,23.34,22.27,21.22,20.22,19.25,18.31,17.41,16.55,15.72,14.93,14.16,13.44,12.74,12.07,11.44,10.83,10.25,9.7,9.18,8.68,8.21,7.76,7.33,6.92,6.54,6.18,5.83,5.5,5.19,4.9,4.62,4.36,4.11,3.87,3.65,3.44,3.25,3.06,2.88,2.72,2.56,2.41,2.27,2.14,2.01,1.9,1.78,1.68,1.58
Music Extension (Composition),87.01,86.32,85.61,84.86,84.08,83.27,82.43,81.56,80.65,79.7,78.73,77.72,76.67,75.59,74.48,73.34,72.16,70.96,69.72,68.45,67.16,65.84,64.49,63.12,61.73,60.32,58.89,57.44,55.99,54.52,53.05,51.57,50.08,48.6,47.12,45.65,44.18,42.72,41.28,39.85,38.43,37.04,35.67,34.32,32.99,31.69,30.42,29.18,27.97,26.79,25.65,24.53,23.45,22.4,21.39,20.41,19.46,18.55,17.67,16.82,16.01,15.22,14.47,13.76,13.07,12.41,11.78,11.17,10.6,10.05,9.53,9.03,8.55,8.1,7.67,7.26,6.87,6.5,6.15,5.81,5.5,5.2,4.91,4.64,4.39,4.15,3.92,3.7,3.49,3.3,3.11,2.94,2.78,2.62,2.47,2.33,2.2,2.08,1.96,1.85,1.74
Music Extension (Performance),83.59,82.73,81.84,80.91,79.94,78.94,77.91,76.84,75.73,74.58,73.41,72.19,70.95,69.67,68.36,67.02,65.65,64.26,62.84,61.4,59.93,58.45,56.96,55.45,53.93,52.41,50.88,49.35,47.82,46.29,44.77,43.26,41.77,40.28,38.82,37.37,35.95,34.55,33.18,31.84,30.52,29.24,27.99,26.77,25.59,24.44,23.33,22.25,21.21,20.2,19.23,18.3,17.4,16.54,15.71,14.91,14.15,13.43,12.73,12.06,11.43,10.82,10.25,9.7,9.17,8.68,8.2,7.75,7.33,6.92,6.54,6.17,5.83,5.5,5.19,4.9,4.62,4.36,4.11,3.87,3.65,3.44,3.24,3.06,2.88,2.71,2.56,2.41,2.27,2.14,2.01,1.9,1.78,1.68,1.58,1.49,1.4,1.32,1.24,1.17,1.1
Philosophy and Reason,96.96,96.73,96.48,96.22,95.94,95.63,95.31,94.96,94.59,94.19,93.77,93.31,92.83,92.31,91.76,91.18,90.55,89.89,89.19,88.44,87.65,86.81,85.93,85,84.01,82.98,81.89,80.75,79.55,78.3,77,75.64,74.23,72.77,71.25,69.69,68.08,66.43,64.73,63,61.23,59.43,57.61,55.76,53.9,52.03,50.15,48.27,46.4,44.54,42.69,40.86,39.06,37.29,35.55,33.84,32.18,30.56,28.99,27.47,26,24.58,23.21,21.9,20.64,19.44,18.29,17.19,16.15,15.16,14.22,13.32,12.48,11.68,10.93,10.22,9.55,8.92,8.33,7.77,7.25,6.76,6.3,5.87,5.47,5.1,4.74,4.42,4.11,3.82,3.56,3.31,3.08,2.86,2.66,2.47,2.3,2.13,1.98,1.84,1.71
Physical Education,87.57,86.97,86.35,85.7,85.03,84.34,83.62,82.87,82.09,81.29,80.46,79.6,78.71,77.8,76.86,75.89,74.9,73.87,72.82,71.75,70.65,69.52,68.37,67.2,66,64.79,63.56,62.3,61.03,59.75,58.45,57.14,55.82,54.5,53.16,51.82,50.48,49.14,47.8,46.46,45.13,43.8,42.48,41.18,39.88,38.6,37.34,36.09,34.86,33.65,32.47,31.3,30.16,29.04,27.95,26.88,25.83,24.82,23.83,22.87,21.94,21.03,20.15,19.3,18.48,17.69,16.92,16.18,15.46,14.77,14.11,13.47,12.86,12.27,11.7,11.16,10.64,10.14,9.66,9.2,8.76,8.34,7.94,7.56,7.19,6.84,6.51,6.19,5.88,5.59,5.32,5.05,4.8,4.56,4.33,4.12,3.91,3.71,3.52,3.35,3.18
Physics,98.09,97.87,97.62,97.35,97.05,96.71,96.34,95.92,95.47,94.96,94.4,93.78,93.1,92.35,91.52,90.62,89.63,88.55,87.37,86.09,84.71,83.21,81.59,79.86,78.01,76.05,73.96,71.76,69.45,67.04,64.54,61.95,59.29,56.58,53.83,51.05,48.27,45.5,42.76,40.06,37.42,34.85,32.37,29.98,27.7,25.53,23.47,21.53,19.71,18.01,16.42,14.95,13.59,12.33,11.18,10.12,9.15,8.27,7.46,6.73,6.06,5.46,4.91,4.42,3.97,3.57,3.2,2.88,2.58,2.32,2.08,1.86,1.67,1.5,1.34,1.2,1.08,0.96,0.86,0.77,0.69,0.62,0.55,0.5,0.44,0.4,0.36,0.32,0.29,0.26,0.23,0.2,0.18,0.16,0.15,0.13,0.12,0.1,0.09,0.08,0.08
Psychology,92.08,91.5,90.88,90.23,89.53,88.79,88,87.17,86.29,85.36,84.37,83.34,82.25,81.1,79.9,78.64,77.32,75.95,74.52,73.04,71.5,69.92,68.28,66.6,64.87,63.11,61.3,59.47,57.61,55.73,53.83,51.92,50.01,48.09,46.18,44.28,42.4,40.54,38.71,36.91,35.14,33.42,31.73,30.1,28.51,26.97,25.49,24.06,22.69,21.37,20.11,18.91,17.76,16.67,15.63,14.65,13.72,12.84,12,11.22,10.47,9.78,9.12,8.51,7.93,7.39,6.88,6.4,5.96,5.54,5.16,4.79,4.46,4.14,3.85,3.57,3.32,3.08,2.86,2.66,2.46,2.29,2.12,1.97,1.83,1.69,1.57,1.46,1.35,1.25,1.16,1.08,1,0.92,0.86,0.79,0.74,0.68,0.63,0.59,0.54
Spanish,94.96,94.65,94.33,93.98,93.61,93.22,92.81,92.38,91.92,91.44,90.94,90.4,89.84,89.25,88.63,87.98,87.29,86.58,85.83,85.04,84.22,83.36,82.47,81.54,80.57,79.56,78.52,77.43,76.31,75.15,73.95,72.72,71.45,70.15,68.81,67.44,66.04,64.61,63.15,61.67,60.17,58.65,57.11,55.55,53.99,52.42,50.84,49.27,47.69,46.12,44.55,43,41.46,39.94,38.44,36.95,35.5,34.06,32.66,31.29,29.95,28.64,27.37,26.13,24.93,23.77,22.65,21.56,20.51,19.5,18.53,17.6,16.7,15.84,15.02,14.23,13.48,12.76,12.07,11.42,10.79,10.2,9.64,9.1,8.59,8.11,7.65,7.22,6.81,6.42,6.05,5.7,5.37,5.06,4.76,4.48,4.22,3.97,3.74,3.52,3.31
Specialist Mathematics,98.98,98.89,98.78,98.66,98.54,98.4,98.25,98.08,97.9,97.71,97.49,97.26,97,96.73,96.42,96.09,95.73,95.34,94.92,94.46,93.96,93.41,92.83,92.19,91.51,90.77,89.97,89.11,88.19,87.2,86.14,85.01,83.8,82.52,81.16,79.71,78.19,76.59,74.9,73.14,71.3,69.39,67.41,65.36,63.26,61.11,58.91,56.67,54.41,52.12,49.83,47.54,45.26,43,40.77,38.58,36.43,34.33,32.3,30.33,28.42,26.6,24.85,23.17,21.58,20.07,18.64,17.29,16.02,14.82,13.7,12.65,11.67,10.76,9.91,9.12,8.39,7.71,7.08,6.5,5.97,5.47,5.02,4.6,4.21,3.86,3.53,3.23,2.96,2.71,2.47,2.26,2.07,1.89,1.73,1.58,1.44,1.32,1.2,1.1,1
Study of religion,94.98,94.63,94.26,93.87,93.45,93,92.52,92.02,91.48,90.92,90.32,89.68,89,88.29,87.54,86.75,85.91,85.04,84.11,83.14,82.13,81.07,79.96,78.8,77.59,76.34,75.03,73.68,72.29,70.85,69.37,67.84,66.28,64.68,63.05,61.38,59.69,57.98,56.25,54.5,52.74,50.97,49.2,47.43,45.67,43.92,42.19,40.47,38.78,37.11,35.48,33.87,32.31,30.78,29.29,27.85,26.45,25.1,23.79,22.53,21.32,20.16,19.04,17.97,16.95,15.98,15.05,14.17,13.33,12.53,11.78,11.06,10.39,9.75,9.14,8.57,8.03,7.52,7.05,6.6,6.17,5.78,5.4,5.05,4.72,4.41,4.13,3.85,3.6,3.36,3.14,2.93,2.74,2.55,2.38,2.23,2.08,1.94,1.81,1.69,1.57
Vietnamese,88.78,88.18,87.55,86.89,86.2,85.49,84.74,83.96,83.15,82.31,81.43,80.52,79.58,78.61,77.6,76.56,75.48,74.37,73.23,72.06,70.86,69.63,68.36,67.08,65.76,64.42,63.06,61.67,60.27,58.85,57.41,55.97,54.51,53.04,51.57,50.1,48.62,47.15,45.68,44.22,42.77,41.34,39.92,38.51,37.12,35.76,34.41,33.09,31.8,30.54,29.3,28.09,26.92,25.77,24.66,23.58,22.54,21.52,20.54,19.6,18.68,17.81,16.96,16.14,15.36,14.61,13.89,13.2,12.54,11.91,11.3,10.72,10.17,9.64,9.14,8.66,8.21,7.78,7.36,6.97,6.6,6.24,5.91,5.59,5.28,5,4.72,4.47,4.22,3.99,3.77,3.56,3.36,3.18,3,2.83,2.68,2.53,2.39,2.25,2.13
Visual Art,87.52,86.97,86.39,85.8,85.18,84.54,83.88,83.19,82.48,81.75,80.99,80.21,79.41,78.58,77.73,76.86,75.96,75.04,74.09,73.13,72.13,71.12,70.09,69.03,67.96,66.86,65.75,64.62,63.47,62.31,61.13,59.94,58.73,57.52,56.3,55.07,53.83,52.59,51.35,50.1,48.86,47.61,46.37,45.13,43.9,42.68,41.46,40.26,39.07,37.89,36.72,35.57,34.44,33.32,32.22,31.14,30.08,29.05,28.03,27.04,26.06,25.11,24.19,23.29,22.41,21.55,20.72,19.92,19.13,18.37,17.64,16.92,16.24,15.57,14.92,14.3,13.7,13.12,12.57,12.03,11.51,11.01,10.53,10.07,9.63,9.21,8.8,8.41,8.03,7.67,7.32,6.99,6.67,6.37,6.08,5.8,5.53,5.28,5.04,4.8,4.58
